match_id,inning,batting_team,bowling_team,over,ball,batsman,bowler,wide_runs,bye_runs,legbye_runs,noball_runs,total_runs,extra_runs,player_dismissed,dismissal_kind
1153696,1,New Zealand,India,1,1,Tim Seifert,Bhuvneshwar Kumar,0,0,0,0,0,0,,
1153696,1,New Zealand,India,1,2,Tim Seifert,Bhuvneshwar Kumar,0,0,0,0,0,0,,
1153696,1,New Zealand,India,1,3,Tim Seifert,Bhuvneshwar Kumar,0,0,0,0,1,0,,
1153696,1,New Zealand,India,1,4,Colin Munro,Bhuvneshwar Kumar,0,0,0,0,1,0,,
1153696,1,New Zealand,India,1,5,Tim Seifert,Bhuvneshwar Kumar,0,0,0,0,1,0,,
1153696,1,New Zealand,India,1,6,Colin Munro,Bhuvneshwar Kumar,0,0,0,0,1,0,,
1153696,1,New Zealand,India,2,1,Colin Munro,Khaleel Ahmed,0,0,0,0,0,0,,
1153696,1,New Zealand,India,2,2,Colin Munro,Khaleel Ahmed,0,0,0,0,4,0,,
1153696,1,New Zealand,India,2,3,Colin Munro,Khaleel Ahmed,0,0,0,0,4,0,,
1153696,1,New Zealand,India,2,4,Colin Munro,Khaleel Ahmed,0,0,0,0,0,0,,
1153696,1,New Zealand,India,2,5,Colin Munro,Khaleel Ahmed,0,0,0,0,0,0,,
1153696,1,New Zealand,India,2,6,Colin Munro,Khaleel Ahmed,0,0,0,0,1,0,,
1153696,1,New Zealand,India,3,1,Colin Munro,Bhuvneshwar Kumar,0,0,0,0,2,0,,
1153696,1,New Zealand,India,3,2,Colin Munro,Bhuvneshwar Kumar,0,0,0,0,3,0,,
1153696,1,New Zealand,India,3,3,Tim Seifert,Bhuvneshwar Kumar,0,0,0,0,6,0,,
1153696,1,New Zealand,India,3,4,Tim Seifert,Bhuvneshwar Kumar,0,0,0,0,0,0,,
1153696,1,New Zealand,India,3,5,Tim Seifert,Bhuvneshwar Kumar,0,0,0,0,4,0,,
1153696,1,New Zealand,India,3,6,Tim Seifert,Bhuvneshwar Kumar,0,0,0,0,0,0,,
1153696,1,New Zealand,India,4,1,Colin Munro,Khaleel Ahmed,0,0,0,0,6,0,,
1153696,1,New Zealand,India,4,2,Colin Munro,Khaleel Ahmed,0,0,0,0,6,0,,
1153696,1,New Zealand,India,4,3,Colin Munro,Khaleel Ahmed,0,0,0,0,1,0,,
1153696,1,New Zealand,India,4,4,Tim Seifert,Khaleel Ahmed,0,0,0,0,0,0,,
1153696,1,New Zealand,India,4,5,Tim Seifert,Khaleel Ahmed,0,0,0,0,2,0,,
1153696,1,New Zealand,India,4,6,Tim Seifert,Khaleel Ahmed,0,0,0,0,1,0,,
1153696,1,New Zealand,India,5,1,Tim Seifert,Krunal Pandya,0,0,0,0,0,0,,
1153696,1,New Zealand,India,5,2,Tim Seifert,Krunal Pandya,0,0,0,0,2,0,,
1153696,1,New Zealand,India,5,3,Tim Seifert,Krunal Pandya,0,0,0,0,0,0,,
1153696,1,New Zealand,India,5,4,Tim Seifert,Krunal Pandya,0,0,0,0,6,0,,
1153696,1,New Zealand,India,5,5,Tim Seifert,Krunal Pandya,0,0,0,0,1,0,,
1153696,1,New Zealand,India,5,6,Colin Munro,Krunal Pandya,0,0,0,0,1,0,,
1153696,1,New Zealand,India,6,1,Colin Munro,Hardik Pandya,1,0,0,0,1,1,,
1153696,1,New Zealand,India,6,2,Colin Munro,Hardik Pandya,0,0,0,0,1,0,,
1153696,1,New Zealand,India,6,3,Tim Seifert,Hardik Pandya,0,0,0,0,4,0,,
1153696,1,New Zealand,India,6,4,Tim Seifert,Hardik Pandya,0,0,0,0,0,0,,
1153696,1,New Zealand,India,6,5,Tim Seifert,Hardik Pandya,0,0,0,0,4,0,,
1153696,1,New Zealand,India,6,6,Tim Seifert,Hardik Pandya,0,0,0,0,1,0,,
1153696,1,New Zealand,India,6,7,Colin Munro,Hardik Pandya,0,0,0,0,1,0,,
1153696,1,New Zealand,India,7,1,Colin Munro,Krunal Pandya,0,0,0,0,1,0,,
1153696,1,New Zealand,India,7,2,Tim Seifert,Krunal Pandya,0,0,0,0,0,0,,
1153696,1,New Zealand,India,7,3,Tim Seifert,Krunal Pandya,0,0,0,0,4,0,,
1153696,1,New Zealand,India,7,4,Tim Seifert,Krunal Pandya,0,0,0,0,1,0,,
1153696,1,New Zealand,India,7,5,Colin Munro,Krunal Pandya,0,0,0,0,1,0,,
1153696,1,New Zealand,India,7,6,Tim Seifert,Krunal Pandya,0,0,1,0,1,1,,
1153696,1,New Zealand,India,8,1,Tim Seifert,Hardik Pandya,0,0,0,0,0,0,,
1153696,1,New Zealand,India,8,2,Tim Seifert,Hardik Pandya,0,0,0,0,4,0,,
1153696,1,New Zealand,India,8,3,Tim Seifert,Hardik Pandya,0,0,0,0,6,0,,
1153696,1,New Zealand,India,8,4,Tim Seifert,Hardik Pandya,0,0,0,0,0,0,,
1153696,1,New Zealand,India,8,5,Tim Seifert,Hardik Pandya,0,0,0,0,1,0,,
1153696,1,New Zealand,India,8,6,Colin Munro,Hardik Pandya,0,0,0,0,0,0,,
1153696,1,New Zealand,India,9,1,Tim Seifert,Krunal Pandya,0,0,0,0,1,0,,
1153696,1,New Zealand,India,9,2,Colin Munro,Krunal Pandya,0,0,0,0,0,0,Colin Munro,caught
1153696,1,New Zealand,India,9,3,Tim Seifert,Krunal Pandya,0,0,0,0,0,0,,
1153696,1,New Zealand,India,9,4,Tim Seifert,Krunal Pandya,0,0,0,0,1,0,,
1153696,1,New Zealand,India,9,5,Kane Williamson,Krunal Pandya,0,0,0,0,0,0,,
1153696,1,New Zealand,India,9,6,Kane Williamson,Krunal Pandya,0,0,0,0,1,0,,
1153696,1,New Zealand,India,10,1,Kane Williamson,Yuzvendra Chahal,0,0,0,0,0,0,,
1153696,1,New Zealand,India,10,2,Kane Williamson,Yuzvendra Chahal,0,0,0,0,1,0,,
1153696,1,New Zealand,India,10,3,Tim Seifert,Yuzvendra Chahal,0,0,0,0,4,0,,
1153696,1,New Zealand,India,10,4,Tim Seifert,Yuzvendra Chahal,0,0,0,0,2,0,,
1153696,1,New Zealand,India,10,5,Tim Seifert,Yuzvendra Chahal,0,0,0,0,1,0,,
1153696,1,New Zealand,India,10,6,Kane Williamson,Yuzvendra Chahal,0,0,0,0,1,0,,
1153696,1,New Zealand,India,11,1,Kane Williamson,Krunal Pandya,0,0,0,0,1,0,,
1153696,1,New Zealand,India,11,2,Tim Seifert,Krunal Pandya,0,0,0,0,6,0,,
1153696,1,New Zealand,India,11,3,Tim Seifert,Krunal Pandya,0,0,0,0,6,0,,
1153696,1,New Zealand,India,11,4,Tim Seifert,Krunal Pandya,0,0,0,0,1,0,,
1153696,1,New Zealand,India,11,5,Kane Williamson,Krunal Pandya,0,0,0,0,1,0,,
1153696,1,New Zealand,India,11,6,Tim Seifert,Krunal Pandya,0,0,0,0,2,0,,
