match_id,inning,batting_team,bowling_team,over,ball,batsman,bowler,wide_runs,bye_runs,legbye_runs,noball_runs,total_runs,extra_runs,player_dismissed,dismissal_kind
1188621,1,West Indies,India,1,1,John Campbell,Washington Sundar,0,0,0,0,0,0,,
1188621,1,West Indies,India,1,2,John Campbell,Washington Sundar,0,0,0,0,0,0,John Campbell,caught
1188621,1,West Indies,India,1,3,Nicholas Pooran,Washington Sundar,0,0,0,0,0,0,,
1188621,1,West Indies,India,1,4,Nicholas Pooran,Washington Sundar,0,0,0,0,1,0,,
1188621,1,West Indies,India,1,5,Evin Lewis,Washington Sundar,0,0,0,0,0,0,,
1188621,1,West Indies,India,1,6,Evin Lewis,Washington Sundar,5,0,0,0,5,5,,
1188621,1,West Indies,India,1,7,Evin Lewis,Washington Sundar,0,0,0,0,0,0,,
1188621,1,West Indies,India,2,1,Nicholas Pooran,Bhuvneshwar Kumar,0,0,0,0,0,0,,
1188621,1,West Indies,India,2,2,Nicholas Pooran,Bhuvneshwar Kumar,1,0,0,0,1,1,,
1188621,1,West Indies,India,2,3,Nicholas Pooran,Bhuvneshwar Kumar,0,0,0,0,0,0,,
1188621,1,West Indies,India,2,4,Nicholas Pooran,Bhuvneshwar Kumar,0,0,0,0,0,0,,
1188621,1,West Indies,India,2,5,Nicholas Pooran,Bhuvneshwar Kumar,0,0,0,0,1,0,,
1188621,1,West Indies,India,2,6,Evin Lewis,Bhuvneshwar Kumar,0,0,0,0,0,0,,
1188621,1,West Indies,India,2,7,Evin Lewis,Bhuvneshwar Kumar,0,0,0,0,0,0,Evin Lewis,bowled
1188621,1,West Indies,India,3,1,Nicholas Pooran,Washington Sundar,0,0,0,0,4,0,,
1188621,1,West Indies,India,3,2,Nicholas Pooran,Washington Sundar,0,0,0,0,6,0,,
1188621,1,West Indies,India,3,3,Nicholas Pooran,Washington Sundar,0,0,0,0,0,0,,
1188621,1,West Indies,India,3,4,Nicholas Pooran,Washington Sundar,0,0,0,0,0,0,,
1188621,1,West Indies,India,3,5,Nicholas Pooran,Washington Sundar,0,0,0,0,0,0,,
1188621,1,West Indies,India,3,6,Nicholas Pooran,Washington Sundar,0,0,0,0,2,0,,
1188621,1,West Indies,India,4,1,Kieron Pollard,Bhuvneshwar Kumar,0,0,0,0,0,0,,
1188621,1,West Indies,India,4,2,Kieron Pollard,Bhuvneshwar Kumar,0,0,0,0,2,0,,
1188621,1,West Indies,India,4,3,Kieron Pollard,Bhuvneshwar Kumar,0,0,0,0,0,0,,
1188621,1,West Indies,India,4,4,Kieron Pollard,Bhuvneshwar Kumar,0,0,0,0,0,0,,
1188621,1,West Indies,India,4,5,Kieron Pollard,Bhuvneshwar Kumar,0,0,0,0,0,0,,
1188621,1,West Indies,India,4,6,Kieron Pollard,Bhuvneshwar Kumar,0,0,0,0,0,0,,
1188621,1,West Indies,India,5,1,Nicholas Pooran,Navdeep Saini,0,0,0,0,0,0,,
1188621,1,West Indies,India,5,2,Nicholas Pooran,Navdeep Saini,0,0,0,0,6,0,,
1188621,1,West Indies,India,5,3,Nicholas Pooran,Navdeep Saini,0,0,0,0,0,0,,
1188621,1,West Indies,India,5,4,Nicholas Pooran,Navdeep Saini,0,0,0,0,0,0,Nicholas Pooran,caught
1188621,1,West Indies,India,5,5,Shimron Hetmyer,Navdeep Saini,0,0,0,0,0,0,Shimron Hetmyer,bowled
1188621,1,West Indies,India,5,6,Rovman Powell,Navdeep Saini,0,0,0,0,0,0,,
1188621,1,West Indies,India,6,1,Kieron Pollard,Khaleel Ahmed,0,0,0,0,0,0,,
1188621,1,West Indies,India,6,2,Kieron Pollard,Khaleel Ahmed,0,0,0,0,1,0,,
1188621,1,West Indies,India,6,3,Rovman Powell,Khaleel Ahmed,0,0,0,0,0,0,,
1188621,1,West Indies,India,6,4,Rovman Powell,Khaleel Ahmed,0,0,0,0,4,0,,
1188621,1,West Indies,India,6,5,Rovman Powell,Khaleel Ahmed,0,0,0,0,0,0,,
1188621,1,West Indies,India,6,6,Rovman Powell,Khaleel Ahmed,0,0,0,0,0,0,Rovman Powell,caught
1188621,1,West Indies,India,7,1,Kieron Pollard,Navdeep Saini,0,0,0,0,0,0,,
